roll_no,department,program,subject,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,debarred
UG/02/MCA/2022/088,cse,MCA,web-d,92.21,100.0,85.38,97.35,91.15,95.94,96.01,91.31,100.0,91.21,100.0,96.68,0
UG/02/MCA/2022/088,cse,MCA,dsa,92.0,90.8,91.49,90.82,76.15,90.32,100.0,100.0,94.95,80.87,98.57,88.12,0
UG/02/MCA/2022/089,cse,MCA,c,71.2,83.43,82.67,77.04,75.36,78.72,80.48,84.88,69.62,87.67,73.65,69.7,1
UG/02/MCA/2022/089,cse,MCA,math,77.92,75.21,79.3,68.37,76.42,68.76,87.13,67.64,70.07,70.15,72.94,67.0,1
UG/02/MCA/2022/089,cse,MCA,web-d,65.36,77.83,75.63,77.45,76.68,71.08,69.56,64.93,65.6,74.85,66.5,79.7,1
UG/02/MCA/2022/089,cse,MCA,dsa,78.93,80.91,76.96,79.15,81.74,67.56,70.75,80.45,68.3,67.45,80.08,75.46,1
UG/02/MCA/2022/090,cse,MCA,c,37.99,64.6,37.7,54.01,41.81,66.4,62.51,64.84,56.13,40.07,67.58,45.72,1
UG/02/MCA/2022/090,cse,MCA,math,56.87,44.01,56.47,44.16,52.09,58.56,49.77,61.63,59.38,44.94,62.2,75.18,1
UG/02/MCA/2022/090,cse,MCA,web-d,49.32,50.88,51.73,38.1,42.6,66.99,44.0,41.38,59.38,36.43,54.6,58.0,1
UG/02/MCA/2022/090,cse,MCA,dsa,42.89,59.33,63.26,41.97,60.46,45.59,41.02,49.97,63.32,41.16,37.67,44.04,1
UG/02/MCA/2022/091,cse,MCA,c,85.25,68.48,84.11,82.21,74.19,88.84,69.48,68.07,86.68,61.42,73.69,80.28,0
UG/02/MCA/2022/091,cse,MCA,math,70.33,71.48,76.69,82.1,82.5,77.01,87.65,79.79,83.5,75.87,67.55,78.6,0
UG/02/MCA/2022/091,cse,MCA,web-d,73.21,76.72,84.25,81.61,78.45,75.27,72.88,91.45,73.76,65.16,74.79,71.88,0
UG/02/MCA/2022/091,cse,MCA,dsa,66.57,74.54,72.29,79.26,60.24,66.34,77.1,77.98,61.12,78.8,87.57,74.24,0
UG/02/MCA/2022/092,cse,MCA,c,79.74,75.71,70.12,60.17,69.84,66.98,74.32,63.09,72.78,79.38,69.13,82.52,1
UG/02/MCA/2022/092,cse,MCA,math,75.41,68.65,77.17,76.48,76.48,60.28,90.18,70.37,78.3,81.65,67.08,70.83,1
UG/02/MCA/2022/092,cse,MCA,web-d,86.72,58.73,75.64,81.69,78.89,92.18,79.1,77.29,67.56,82.06,59.83,65.89,1
UG/02/MCA/2022/092,cse,MCA,dsa,73.06,64.67,77.46,64.37,76.68,73.77,74.09,71.3,88.64,65.46,72.83,86.17,1
UG/02/MCA/2022/093,cse,MCA,c,78.83,75.44,88.31,89.08,86.06,89.38,93.3,84.77,86.28,88.63,100.0,100.0,0
UG/02/MCA/2022/093,cse,MCA,math,100.0,84.34,93.51,88.94,83.94,83.26,100.0,79.89,100.0,93.08,85.76,99.04,0
UG/02/MCA/2022/093,cse,MCA,web-d,99.77,94.71,95.36,94.91,89.86,91.46,84.32,94.42,100.0,99.77,91.28,94.88,0
UG/02/MCA/2022/093,cse,MCA,dsa,95.18,99.76,94.8,88.37,97.2,90.96,88.05,100.0,92.43,86.12,93.31,93.41,0
UG/02/MCA/2022/094,cse,MCA,c,31.52,21.99,21.38,32.8,36.96,26.93,39.68,32.71,18.11,29.0,28.29,15.35,1
UG/02/MCA/2022/094,cse,MCA,math,31.28,40.95,33.23,12.59,36.12,32.98,32.02,39.28,25.75,31.68,47.46,35.89,1
UG/02/MCA/2022/094,cse,MCA,web-d,28.35,24.99,39.18,37.53,34.66,34.37,27.06,36.4,35.95,33.89,17.86,31.9,1
UG/02/MCA/2022/094,cse,MCA,dsa,32.22,36.77,38.81,35.56,33.48,37.26,13.81,38.03,33.23,32.42,37.14,18.23,1
UG/02/MCA/2022/095,cse,MCA,c,91.59,91.02,95.71,80.82,89.14,93.09,96.55,91.47,94.21,100.0,98.46,88.38,0
UG/02/MCA/2022/095,cse,MCA,math,92.57,94.16,79.3,90.86,95.26,97.02,86.83,84.92,87.2,93.96,93.51,91.99,0
UG/02/MCA/2022/095,cse,MCA,web-d,93.6,94.17,89.25,87.61,97.04,91.14,88.98,96.23,80.57,87.88,94.96,83.82,0
UG/02/MCA/2022/095,cse,MCA,dsa,92.06,95.11,80.88,86.25,92.29,96.25,91.15,87.62,91.53,91.38,94.46,97.89,0
UG/02/MCA/2022/096,cse,MCA,c,46.83,58.36,49.68,48.58,49.79,55.06,60.22,46.08,44.83,39.76,67.51,62.07,1
UG/02/MCA/2022/096,cse,MCA,math,63.99,35.92,44.54,49.28,54.48,30.86,54.19,58.46,50.24,60.41,51.14,60.43,1
UG/02/MCA/2022/096,cse,MCA,web-d,67.8,33.46,69.36,54.97,45.93,54.01,67.05,62.8,57.39,59.52,59.34,63.29,1
UG/02/MCA/2022/096,cse,MCA,dsa,61.04,72.0,63.73,41.68,46.01,66.5,48.68,56.59,54.33,49.38,42.32,45.58,1
UG/02/MCA/2022/097,cse,MCA,c,88.31,72.67,74.04,77.41,91.47,66.44,66.9,73.52,76.32,75.18,74.79,84.26,0
UG/02/MCA/2022/097,cse,MCA,math,74.99,74.52,80.5,63.8,76.76,77.32,72.31,53.1,74.14,72.13,77.31,67.67,0
UG/02/MCA/2022/097,cse,MCA,web-d,68.2,79.41,66.71,84.32,72.17,75.32,87.61,75.5,85.48,82.81,78.23,72.34,0
UG/02/MCA/2022/097,cse,MCA,dsa,61.76,88.11,66.44,93.79,80.82,65.85,71.42,67.64,81.46,68.47,82.76,93.59,0
UG/02/MCA/2022/098,cse,MCA,c,89.3,94.43,82.88,94.5,89.36,88.38,92.28,100.0,99.11,79.77,84.18,73.71,0
UG/02/MCA/2022/098,cse,MCA,math,94.71,97.12,91.51,87.29,93.14,95.47,100.0,92.39,98.39,96.41,100.0,88.65,0
UG/02/MCA/2022/098,cse,MCA,web-d,90.58,91.65,100.0,90.88,94.35,84.88,82.69,100.0,84.23,99.67,91.24,89.06,0
UG/02/MCA/2022/098,cse,MCA,dsa,88.31,97.47,85.62,100.0,88.37,97.24,98.55,87.1,97.02,98.68,94.02,94.3,0
UG/02/MCA/2022/099,cse,MCA,c,53.51,67.67,41.64,61.42,55.55,58.23,43.02,51.19,43.95,46.64,35.41,58.76,1
UG/02/MCA/2022/099,cse,MCA,math,51.07,54.54,48.41,51.87,36.35,50.65,42.3,44.61,41.82,49.25,67.2,56.54,1
UG/02/MCA/2022/099,cse,MCA,web-d,57.33,49.78,64.84,37.13,60.47,51.73,48.63,48.61,56.3,58.25,49.45,55.14,1
UG/02/MCA/2022/099,cse,MCA,dsa,39.46,53.34,42.18,64.0,37.18,45.74,65.45,50.62,38.34,44.57,47.59,46.67,1
UG/02/MCA/2022/100,cse,MCA,c,62.03,94.06,76.37,81.14,71.5,79.94,81.68,73.9,68.41,89.15,64.7,64.7,1
UG/02/MCA/2022/100,cse,MCA,math,82.7,71.19,63.74,66.94,80.82,60.11,63.18,77.38,72.53,66.49,90.22,83.63,1
UG/02/MCA/2022/100,cse,MCA,web-d,69.92,83.08,68.13,64.77,67.44,80.1,62.47,80.99,79.75,85.49,64.84,85.13,1
UG/02/MCA/2022/100,cse,MCA,dsa,74.01,78.39,82.78,76.73,71.24,80.97,81.18,70.27,78.11,83.75,74.3,61.42,1
UG/02/BTECH/2022/001,cse,BTECH,c,78.67,66.51,77.56,81.75,78.77,74.19,86.1,68.88,83.24,92.56,72.1,70.09,1
UG/02/BTECH/2022/001,cse,BTECH,math,77.66,80.99,69.48,65.06,71.08,94.15,69.99,72.36,71.94,83.51,70.19,76.8,1
UG/02/BTECH/2022/001,cse,BTECH,web-d,68.39,74.94,85.93,70.06,58.05,59.25,76.32,71.61,70.7,56.27,77.24,76.42,1
UG/02/BTECH/2022/001,cse,BTECH,dsa,82.4,82.49,64.03,88.91,79.36,69.22,63.37,68.66,76.57,76.02,72.18,72.93,1
UG/02/BTECH/2022/002,cse,BTECH,c,97.42,87.49,78.52,89.6,94.35,98.0,97.89,92.06,93.98,88.82,100.0,93.48,0
UG/02/BTECH/2022/002,cse,BTECH,math,87.03,84.32,75.97,99.21,80.54,88.42,89.82,86.27,91.12,100.0,100.0,95.97,0
UG/02/BTECH/2022/002,cse,BTECH,web-d,90.59,93.42,81.21,100.0,97.58,94.28,96.13,88.18,93.33,96.2,86.99,91.25,0
UG/02/BTECH/2022/002,cse,BTECH,dsa,91.84,92.92,100.0,93.67,86.29,87.39,98.15,93.59,90.67,93.3,70.86,100.0,0
UG/02/BTECH/2022/003,cse,BTECH,c,97.94,96.35,100.0,89.88,100.0,99.19,89.02,96.55,85.06,90.82,81.3,88.18,0
UG/02/BTECH/2022/003,cse,BTECH,math,87.72,90.04,93.65,99.96,87.32,92.33,98.39,85.99,94.32,85.1,93.6,77.42,0
UG/02/BTECH/2022/003,cse,BTECH,web-d,99.06,85.09,85.92,82.64,92.5,100.0,92.66,82.53,97.88,93.64,100.0,92.11,0
UG/02/BTECH/2022/003,cse,BTECH,dsa,90.18,88.18,77.93,98.18,93.0,100.0,100.0,96.3,93.31,94.07,94.16,92.28,0
UG/02/BTECH/2022/004,cse,BTECH,c,71.37,70.4,63.56,86.86,86.09,85.67,74.02,90.3,91.39,69.13,62.53,75.87,0
UG/02/BTECH/2022/004,cse,BTECH,math,77.64,60.88,84.59,83.87,72.44,74.55,65.8,75.63,83.79,73.55,77.05,69.29,0
UG/02/BTECH/2022/004,cse,BTECH,web-d,65.73,81.28,83.12,87.1,89.87,67.39,68.95,78.34,63.42,70.65,86.37,86.41,0
UG/02/BTECH/2022/004,cse,BTECH,dsa,83.19,59.38,78.76,75.23,82.15,81.51,77.06,74.16,85.62,68.08,79.79,66.14,0
UG/02/BTECH/2022/005,cse,BTECH,c,74.2,73.88,66.39,66.2,80.94,69.19,71.73,60.58,80.03,67.77,74.9,77.85,1
UG/02/BTECH/2022/005,cse,BTECH,math,83.41,74.62,64.98,72.93,63.05,74.8,82.56,66.25,68.62,78.27,71.89,72.01,1
UG/02/BTECH/2022/005,cse,BTECH,web-d,69.16,53.73,70.04,72.69,86.45,79.52,71.12,64.03,72.86,70.3,61.0,76.51,1
UG/02/BTECH/2022/005,cse,BTECH,dsa,78.93,82.3,78.46,60.26,73.47,76.86,77.4,74.33,77.04,90.22,70.35,83.4,1
UG/02/BTECH/2022/006,cse,BTECH,c,88.5,96.36,86.42,96.82,89.25,73.38,100.0,99.45,87.06,100.0,83.69,80.57,0
UG/02/BTECH/2022/006,cse,BTECH,math,100.0,85.56,86.93,94.74,90.47,88.11,92.25,95.91,96.02,94.97,96.25,95.65,0
UG/02/BTECH/2022/006,cse,BTECH,web-d,100.0,98.02,97.62,97.19,91.85,82.28,90.32,77.44,92.15,82.82,87.52,88.53,0
UG/02/BTECH/2022/006,cse,BTECH,dsa,99.09,89.4,90.67,96.98,97.07,99.44,89.51,95.02,97.4,92.64,77.4,84.57,0
UG/02/BTECH/2022/007,cse,BTECH,c,87.71,85.39,91.81,92.75,95.16,91.19,100.0,96.78,87.37,92.82,95.99,92.87,0
UG/02/BTECH/2022/007,cse,BTECH,math,97.59,89.72,100.0,90.94,93.39,94.05,90.15,100.0,89.43,96.46,75.03,83.0,0
UG/02/BTECH/2022/007,cse,BTECH,web-d,86.31,81.03,95.34,99.33,91.34,100.0,87.99,91.5,90.42,86.14,100.0,89.82,0
UG/02/BTECH/2022/007,cse,BTECH,dsa,85.38,93.57,100.0,90.31,93.33,80.0,87.76,94.4,99.8,95.35,100.0,92.56,0
UG/02/BTECH/2022/008,cse,BTECH,c,73.8,83.73,65.0,64.94,63.15,69.05,78.86,65.3,95.4,80.28,86.29,78.13,1
UG/02/BTECH/2022/008,cse,BTECH,math,68.71,81.63,84.88,65.08,72.03,74.35,73.37,73.73,82.69,77.78,66.37,70.42,1
UG/02/BTECH/2022/008,cse,BTECH,web-d,72.8,65.74,85.83,82.58,62.9,91.36,61.57,71.23,65.53,87.28,74.47,67.95,1
UG/02/BTECH/2022/008,cse,BTECH,dsa,70.62,68.64,74.6,76.03,76.68,79.53,71.32,58.48,81.71,63.93,78.37,62.61,1
UG/02/BTECH/2022/009,cse,BTECH,c,74.07,87.92,80.21,90.23,84.64,63.61,76.78,71.69,70.26,81.71,79.84,80.14,0
UG/02/BTECH/2022/009,cse,BTECH,math,67.28,82.72,84.32,76.61,70.29,66.52,71.17,76.22,83.93,88.35,75.39,85.72,0
UG/02/BTECH/2022/009,cse,BTECH,web-d,74.66,73.2,79.54,82.9,77.3,77.53,75.62,84.56,75.29,69.27,66.03,72.89,0
UG/02/BTECH/2022/009,cse,BTECH,dsa,63.85,75.75,73.49,83.37,81.95,91.88,75.69,69.48,83.83,76.15,70.24,77.01,0
UG/02/BTECH/2022/010,cse,BTECH,c,89.45,96.76,94.83,100.0,87.06,97.88,82.49,93.73,95.51,88.36,98.18,100.0,0
UG/02/BTECH/2022/010,cse,BTECH,math,91.93,94.5,90.47,77.11,76.66,99.22,93.0,97.22,95.09,84.29,84.38,92.11,0
UG/02/BTECH/2022/010,cse,BTECH,web-d,97.23,99.78,82.96,100.0,97.95,94.25,89.33,100.0,100.0,100.0,88.36,91.15,0
UG/02/BTECH/2022/010,cse,BTECH,dsa,75.59,89.68,79.46,86.69,87.77,89.54,92.62,84.54,100.0,85.72,80.42,91.6,0
UG/02/BTECH/2022/011,cse,BTECH,c,36.46,29.93,36.6,28.03,45.05,31.52,25.43,33.56,28.01,29.55,45.09,18.93,1
UG/02/BTECH/2022/011,cse,BTECH,math,40.42,33.38,28.13,22.94,13.78,14.37,42.33,25.32,34.32,24.99,26.06,31.65,1
UG/02/BTECH/2022/011,cse,BTECH,web-d,28.07,27.6,21.0,37.46,16.9,28.11,36.84,19.09,12.77,17.79,28.24,43.5,1
UG/02/BTECH/2022/011,cse,BTECH,dsa,30.0,26.62,30.93,32.83,33.01,34.21,18.57,31.73,29.4,23.49,18.19,31.87,1
UG/02/BTECH/2022/012,cse,BTECH,c,80.89,80.99,69.85,78.81,84.77,66.0,68.6,70.91,69.85,69.43,80.36,70.22,1
UG/02/BTECH/2022/012,cse,BTECH,math,82.62,82.31,71.77,79.6,77.16,62.41,69.99,76.94,77.77,60.19,73.26,75.21,1
UG/02/BTECH/2022/012,cse,BTECH,web-d,88.77,68.62,78.46,76.21,81.05,71.09,66.37,78.32,82.6,70.94,73.21,76.24,1
UG/02/BTECH/2022/012,cse,BTECH,dsa,72.78,74.44,62.86,81.99,78.44,63.68,74.18,77.63,66.6,76.04,84.08,69.63,1
UG/02/BTECH/2022/013,cse,BTECH,c,98.14,86.18,90.25,89.49,92.12,92.43,96.85,98.12,80.51,89.19,98.23,81.55,0
UG/02/BTECH/2022/013,cse,BTECH,math,91.04,98.77,89.68,88.34,100.0,93.15,96.62,100.0,78.28,92.59,94.36,95.29,0
UG/02/BTECH/2022/013,cse,BTECH,web-d,84.48,88.26,85.99,93.65,88.22,100.0,98.71,85.39,100.0,100.0,86.83,96.79,0
UG/02/BTECH/2022/013,cse,BTECH,dsa,95.86,85.4,94.63,88.87,86.67,100.0,97.37,89.06,100.0,94.36,92.56,96.91,0
UG/02/BTECH/2022/014,cse,BTECH,c,93.6,89.97,96.26,98.95,94.7,100.0,87.04,98.78,91.64,94.68,83.79,92.95,0
UG/02/BTECH/2022/014,cse,BTECH,math,100.0,76.75,88.6,98.59,82.46,87.96,94.06,98.22,96.47,99.84,87.36,95.4,0
UG/02/BTECH/2022/014,cse,BTECH,web-d,92.94,97.43,92.01,97.42,95.8,91.58,100.0,87.65,95.79,89.98,86.74,93.18,0
UG/02/BTECH/2022/014,cse,BTECH,dsa,72.11,100.0,95.4,93.91,96.71,85.93,98.97,90.83,100.0,87.56,90.04,87.27,0
UG/02/BTECH/2022/015,cse,BTECH,c,77.2,77.93,76.39,83.53,82.43,85.27,79.9,72.03,79.35,88.64,75.95,85.01,0
UG/02/BTECH/2022/015,cse,BTECH,math,73.24,81.01,69.15,79.56,86.97,79.6,92.47,66.6,85.4,84.78,78.98,86.54,0
UG/02/BTECH/2022/015,cse,BTECH,web-d,78.21,66.0,67.41,82.41,68.09,82.93,78.65,81.64,80.39,65.37,62.41,72.36,0
UG/02/BTECH/2022/015,cse,BTECH,dsa,74.1,71.06,70.54,78.36,71.6,68.45,75.94,73.74,73.04,90.18,84.38,73.62,0
UG/02/BTECH/2022/016,cse,BTECH,c,47.03,54.7,60.25,55.73,61.6,50.36,40.44,35.2,35.98,64.81,52.2,62.6,1
UG/02/BTECH/2022/016,cse,BTECH,math,65.06,48.5,46.8,67.85,48.49,36.86,46.87,45.96,42.99,50.23,37.27,63.87,1
UG/02/BTECH/2022/016,cse,BTECH,web-d,54.65,48.57,54.75,45.05,61.08,61.97,61.68,65.8,50.5,45.84,45.61,54.77,1
UG/02/BTECH/2022/016,cse,BTECH,dsa,57.18,31.56,43.24,47.21,69.21,46.52,52.22,57.01,63.14,43.19,66.3,46.42,1
UG/02/BTECH/2022/017,cse,BTECH,c,51.6,37.72,53.56,50.83,37.86,44.05,54.88,41.44,40.87,53.17,60.37,49.56,1
UG/02/BTECH/2022/017,cse,BTECH,math,63.49,49.4,40.55,43.45,67.07,35.64,47.97,52.99,57.25,55.54,52.41,43.51,1
UG/02/BTECH/2022/017,cse,BTECH,web-d,53.33,59.5,45.03,39.94,58.86,38.3,56.11,51.06,46.9,63.17,58.1,51.31,1
UG/02/BTECH/2022/017,cse,BTECH,dsa,46.65,66.56,48.06,63.2,41.6,41.65,45.59,47.46,52.14,46.82,43.22,45.5,1
UG/02/BTECH/2022/018,cse,BTECH,c,77.98,75.06,82.55,90.62,70.98,78.94,64.85,71.55,75.18,78.05,78.92,84.7,0
UG/02/BTECH/2022/018,cse,BTECH,math,72.36,89.2,69.76,87.61,84.78,78.14,74.32,83.18,89.18,67.4,82.56,75.03,0
UG/02/BTECH/2022/018,cse,BTECH,web-d,87.19,73.46,81.09,62.21,73.34,73.91,64.94,87.18,79.39,75.91,71.81,83.39,0
UG/02/BTECH/2022/018,cse,BTECH,dsa,58.43,72.76,77.15,81.13,76.37,88.62,67.66,79.56,74.94,69.64,68.83,66.72,0
UG/02/BTECH/2022/019,cse,BTECH,c,67.89,64.68,70.06,70.7,73.9,66.13,83.24,75.77,81.43,77.95,73.07,77.27,0
UG/02/BTECH/2022/019,cse,BTECH,math,80.55,74.27,78.82,73.52,75.83,69.71,81.43,88.71,72.56,80.29,78.03,92.09,0
UG/02/BTECH/2022/019,cse,BTECH,web-d,77.62,65.58,77.38,73.88,88.96,85.93,90.74,71.16,71.01,86.2,63.6,51.67,0
UG/02/BTECH/2022/019,cse,BTECH,dsa,71.65,66.16,73.62,83.44,77.63,70.02,83.32,63.33,66.01,79.36,66.0,81.23,0
UG/02/BTECH/2022/020,cse,BTECH,c,34.85,36.0,33.71,27.43,36.48,34.72,24.16,15.0,35.98,22.43,23.93,22.57,1
UG/02/BTECH/2022/020,cse,BTECH,math,38.09,25.23,42.24,30.21,22.51,36.69,43.24,40.73,22.32,22.66,35.01,24.13,1
UG/02/BTECH/2022/020,cse,BTECH,web-d,32.46,38.53,17.32,19.96,33.54,26.39,20.6,26.29,27.07,41.5,30.45,27.65,1
UG/02/BTECH/2022/020,cse,BTECH,dsa,36.86,31.72,26.06,36.2,38.25,38.79,37.12,16.49,18.76,31.9,28.6,42.16,1
UG/02/BTECH/2022/021,cse,BTECH,c,63.76,55.14,56.99,48.95,40.89,46.58,51.48,55.98,61.15,70.48,45.36,42.34,1
UG/02/BTECH/2022/021,cse,BTECH,math,70.33,42.77,51.15,44.34,56.29,68.09,49.6,47.9,58.98,33.84,40.77,48.13,1
UG/02/BTECH/2022/021,cse,BTECH,web-d,37.32,58.34,40.27,52.31,63.36,38.83,46.93,45.47,38.56,67.72,67.68,50.94,1
UG/02/BTECH/2022/021,cse,BTECH,dsa,58.57,69.44,54.13,46.5,46.61,60.76,52.63,27.7,51.71,65.9,47.64,67.77,1
UG/02/BTECH/2022/022,cse,BTECH,c,73.28,70.1,70.04,69.17,76.09,61.84,78.05,84.94,91.11,65.4,79.84,68.81,1
UG/02/BTECH/2022/022,cse,BTECH,math,78.15,81.03,87.29,66.48,72.6,68.77,72.7,72.53,87.18,66.27,86.22,72.84,1
UG/02/BTECH/2022/022,cse,BTECH,web-d,69.64,76.49,72.66,60.79,75.09,69.4,69.89,75.06,67.85,66.66,75.21,62.23,1
UG/02/BTECH/2022/022,cse,BTECH,dsa,65.35,73.55,80.11,77.3,73.48,76.0,58.86,79.66,64.43,72.52,87.5,78.95,1
UG/02/BTECH/2022/023,cse,BTECH,c,86.91,90.98,90.71,94.56,87.09,92.14,93.34,84.69,92.5,100.0,90.36,92.18,0
UG/02/BTECH/2022/023,cse,BTECH,math,88.67,82.84,99.82,99.71,89.06,100.0,92.7,88.19,88.81,100.0,100.0,94.75,0
UG/02/BTECH/2022/023,cse,BTECH,web-d,87.02,91.11,85.77,87.41,90.0,100.0,95.04,90.26,100.0,97.6,90.58,93.0,0
UG/02/BTECH/2022/023,cse,BTECH,dsa,86.84,88.07,85.06,82.05,83.74,100.0,83.41,95.17,100.0,85.4,83.91,97.76,0
UG/02/BTECH/2022/024,cse,BTECH,c,86.38,96.02,92.96,100.0,92.24,94.47,91.84,97.11,92.08,99.49,93.78,84.62,0
UG/02/BTECH/2022/024,cse,BTECH,math,90.68,89.43,94.06,94.31,97.59,79.96,98.56,97.8,84.21,97.38,100.0,94.36,0
UG/02/BTECH/2022/024,cse,BTECH,web-d,98.79,95.64,94.97,84.86,87.55,100.0,90.7,84.25,78.84,91.95,100.0,88.82,0
UG/02/BTECH/2022/024,cse,BTECH,dsa,85.45,88.83,87.89,100.0,96.04,81.71,99.98,97.23,89.52,90.19,81.06,78.52,0
UG/02/BTECH/2022/025,cse,BTECH,c,85.75,71.82,73.19,70.25,80.69,80.06,79.29,77.27,76.83,59.0,78.7,70.42,1
UG/02/BTECH/2022/025,cse,BTECH,math,70.2,68.95,74.0,83.42,67.12,85.37,79.94,80.64,59.93,74.38,70.74,68.26,1
UG/02/BTECH/2022/025,cse,BTECH,web-d,62.99,74.55,64.85,80.54,73.1,76.49,78.03,67.27,83.89,89.99,73.4,79.47,1
UG/02/BTECH/2022/025,cse,BTECH,dsa,76.08,75.16,76.86,82.19,62.51,76.93,72.01,55.89,77.4,91.13,73.09,83.79,1
UG/02/BTECH/2022/026,cse,BTECH,c,88.96,87.35,98.18,90.83,85.99,90.84,87.49,94.89,91.75,84.16,85.73,82.42,0
UG/02/BTECH/2022/026,cse,BTECH,math,81.51,84.62,87.53,100.0,88.66,81.54,100.0,97.81,93.08,91.2,91.25,97.52,0
UG/02/BTECH/2022/026,cse,BTECH,web-d,93.74,99.54,88.29,83.01,100.0,81.16,88.93,98.29,100.0,88.61,97.89,91.64,0
UG/02/BTECH/2022/026,cse,BTECH,dsa,100.0,91.66,100.0,100.0,87.95,96.14,98.2,97.34,93.83,93.83,92.43,91.74,0
UG/02/BTECH/2022/027,cse,BTECH,c,82.3,78.11,85.54,94.41,78.67,69.03,70.72,77.93,73.93,79.79,68.95,84.73,0
UG/02/BTECH/2022/027,cse,BTECH,math,70.86,78.09,78.94,87.25,79.87,64.61,65.52,60.67,70.7,74.39,75.24,70.75,0
UG/02/BTECH/2022/027,cse,BTECH,web-d,78.41,82.27,83.48,81.67,82.22,65.49,74.0,53.37,58.66,67.36,75.47,75.68,0
UG/02/BTECH/2022/027,cse,BTECH,dsa,80.76,88.83,82.45,67.17,68.66,73.63,77.78,68.23,83.47,85.21,68.48,79.61,0
UG/02/BTECH/2022/028,cse,BTECH,c,99.7,83.96,97.32,87.83,87.0,98.37,94.74,89.82,89.37,81.81,98.44,96.69,0
UG/02/BTECH/2022/028,cse,BTECH,math,99.23,87.98,97.1,86.45,95.6,90.76,87.64,96.8,100.0,83.77,92.93,79.26,0
UG/02/BTECH/2022/028,cse,BTECH,web-d,85.65,99.23,98.17,93.48,96.58,81.83,94.57,100.0,100.0,86.02,88.85,93.28,0
UG/02/BTECH/2022/028,cse,BTECH,dsa,87.42,100.0,86.9,100.0,99.0,98.81,89.22,95.07,76.44,86.57,86.93,96.26,0
UG/02/BTECH/2022/029,cse,BTECH,c,91.14,90.23,95.81,93.29,94.5,81.12,95.06,88.32,100.0,77.8,91.09,100.0,0
UG/02/BTECH/2022/029,cse,BTECH,math,90.14,100.0,89.35,81.47,93.83,100.0,83.59,89.41,100.0,89.69,82.39,94.13,0
UG/02/BTECH/2022/029,cse,BTECH,web-d,99.41,88.4,95.67,80.37,93.68,93.05,90.52,90.77,82.71,99.48,94.53,100.0,0
UG/02/BTECH/2022/029,cse,BTECH,dsa,92.52,83.99,99.11,91.61,89.73,98.32,89.39,83.85,91.38,100.0,98.47,94.44,0
UG/02/BTECH/2022/030,cse,BTECH,c,82.57,83.53,80.33,86.53,94.98,95.77,94.29,96.72,100.0,88.43,88.56,100.0,0
UG/02/BTECH/2022/030,cse,BTECH,math,83.69,85.29,89.38,92.45,90.88,89.34,95.51,83.38,89.03,93.41,100.0,94.23,0
UG/02/BTECH/2022/030,cse,BTECH,web-d,100.0,100.0,80.06,94.57,88.01,88.35,88.3,82.99,100.0,85.74,97.41,85.54,0
UG/02/BTECH/2022/030,cse,BTECH,dsa,97.52,92.54,83.07,90.88,95.92,93.68,82.63,92.35,99.83,100.0,96.73,100.0,0
UG/02/BTECH/2022/031,cse,BTECH,c,57.03,60.13,61.41,64.06,42.53,58.72,72.68,47.21,55.34,43.22,49.84,55.16,1
UG/02/BTECH/2022/031,cse,BTECH,math,54.94,58.69,52.59,47.54,65.02,55.61,43.98,69.97,53.18,62.29,61.05,34.29,1
UG/02/BTECH/2022/031,cse,BTECH,web-d,43.01,60.45,50.37,43.28,35.42,58.66,42.93,43.74,65.16,67.51,50.38,41.28,1
UG/02/BTECH/2022/031,cse,BTECH,dsa,51.34,57.86,53.83,47.45,41.12,39.47,65.59,48.82,47.24,60.76,57.86,52.82,1
UG/02/BTECH/2022/032,cse,BTECH,c,81.98,62.63,82.16,80.16,69.42,63.01,68.43,79.53,81.92,92.32,69.6,71.8,0
UG/02/BTECH/2022/032,cse,BTECH,math,66.18,77.97,86.84,87.39,59.59,76.26,64.98,75.38,73.95,74.03,83.04,71.42,0
UG/02/BTECH/2022/032,cse,BTECH,web-d,68.24,59.35,84.43,87.35,54.01,82.57,68.86,85.18,65.78,81.0,86.03,74.8,0
UG/02/BTECH/2022/032,cse,BTECH,dsa,77.16,73.19,80.31,69.21,87.46,65.37,76.68,75.88,76.88,68.74,80.27,86.05,0
UG/02/BTECH/2022/033,cse,BTECH,c,65.55,75.19,76.25,85.82,80.32,79.35,73.41,71.21,76.1,82.75,77.89,84.21,0
UG/02/BTECH/2022/033,cse,BTECH,math,77.77,58.76,77.54,71.3,76.62,84.42,85.57,71.5,84.4,84.23,87.67,76.42,0
UG/02/BTECH/2022/033,cse,BTECH,web-d,92.52,69.85,68.42,70.69,78.0,79.37,75.44,82.07,81.7,83.85,86.72,79.42,0
UG/02/BTECH/2022/033,cse,BTECH,dsa,75.0,83.93,69.13,61.46,75.0,71.78,77.36,67.53,66.67,60.82,82.89,86.05,0
UG/02/BTECH/2022/034,cse,BTECH,c,95.45,100.0,83.74,100.0,86.13,92.4,83.52,96.46,100.0,91.11,91.17,89.89,0
UG/02/BTECH/2022/034,cse,BTECH,math,90.48,99.62,93.13,86.39,84.94,84.47,87.26,90.62,100.0,97.12,96.08,78.96,0
